chrom	feature	start0	end0	strand	locus_tag	gene_name	rna_type	gene_product	gene_len	SRR35996296_sense_avg_depth	SRR35996296_antisense_avg_depth	SRR35996296_sense_TPM	SRR35996296_antisense_TPM	SRR35996297_sense_avg_depth	SRR35996297_antisense_avg_depth	SRR35996297_sense_TPM	SRR35996297_antisense_TPM	SRR35996298_sense_avg_depth	SRR35996298_antisense_avg_depth	SRR35996298_sense_TPM	SRR35996298_antisense_TPM	sample_95_sense_TPM	sample_95_antisense_TPM	sample_enr_sense_TPM	sample_enr_antisense_TPM	avg_sense_TPM	avg_antisense_TPM	PacBio_sense_avg_depth	PacBio_antisense_avg_depth	PacBio_sense_TPM	PacBio_antisense_TPM	ONT_rep1_sense_avg_depth	ONT_rep1_antisense_avg_depth	ONT_rep1_sense_TPM	ONT_rep1_antisense_TPM	ONT_rep2_sense_avg_depth	ONT_rep2_antisense_avg_depth	ONT_rep2_sense_TPM	ONT_rep2_antisense_TPM	ONT_merged_sense_avg_depth	ONT_merged_antisense_avg_depth	ONT_merged_sense_TPM	ONT_merged_antisense_TPM
CP002027.1	gene	879587	880493	-	MMSYN1_0749		mRNA	lysophospholipase	906	10.7494	0.0000	35.6177	0.0000	10.0883	0.0000	33.2487	0.0000	49.9426	0.3135	88.8299	0.5575	34.4332	0.0000	88.8299	0.5575	61.6315	0.2788	274.3698	16.1556	67.4438	3.9713	43.4183	3.0155	229.1152	15.9123	80.3962	0.9735	580.8447	7.0334	123.8146	3.9890	377.5791	12.1646
CP002027.1	gene	880595	883649	-	MMSYN1_0750		mRNA	viral A-type inclusion protein_ putative	3054	6.7263	0.3936	22.2871	1.3041	8.2613	0.5468	27.2273	1.8022	45.4060	0.4064	80.7610	0.7228	24.7572	1.5532	80.7610	0.7228	52.7591	1.1380	2211.6306	65.6529	543.6485	16.1384	42.8291	0.4483	226.0058	2.3655	37.5612	0.3402	271.3714	2.4579	80.3903	0.7885	245.1545	2.4045
CP002027.1	gene	883673	886715	-	MMSYN1_0751		mRNA	viral A-type inclusion protein_ putative	3042	5.9757	0.1203	19.8000	0.3987	8.4974	0.0000	28.0054	0.0000	41.0240	0.0000	72.9669	0.0000	23.9027	0.1993	72.9669	0.0000	48.4348	0.0997	6442.8662	6.8462	1583.7431	1.6829	20.4707	0.0000	108.0226	0.0000	22.2456	0.1496	160.7192	1.0806	42.7163	0.1496	130.2656	0.4561
CP002027.1	gene	887084	887657	+	MMSYN1_0752		mRNA	cell filamentation protein (fic)	573	0.4607	0.0000	1.5266	0.0000	0.0000	0.0000	0.0000	0.0000	0.8709	0.0000	1.5489	0.0000	0.7633	0.0000	1.5489	0.0000	1.1561	0.0000	14.3124	0.0000	3.5182	0.0000	18.0803	0.0977	95.4083	0.5157	9.8255	0.0000	70.9869	0.0000	27.9058	0.0977	85.1001	0.2980
CP002027.1	gene	887864	888137	+	MMSYN1_0753		mRNA	DNA-damage-inducible protein J	273	42.0586	0.0073	139.3587	0.0243	47.5275	1.1795	156.6395	3.8873	116.6996	8.7363	207.5666	15.5387	147.9991	1.9558	207.5666	15.5387	177.7829	8.7472	64.1905	9.1612	15.7789	2.2519	87.1832	1.2674	460.0590	6.6880	225.4835	0.1209	1629.0675	0.8733	312.6667	1.3883	953.4936	4.2336
CP002027.1	gene	888175	889081	-	MMSYN1_0754	mmyCIIIM1	pseudo	PSEUDOGENE - GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 1	906	0.4834	0.0000	1.6019	0.0000	1.6380	0.0000	5.3984	0.0000	5.9570	0.7837	10.5953	1.3939	3.5001	0.0000	10.5953	1.3939	7.0477	0.6969	1190.3753	48.9845	292.6102	12.0411	60.7660	0.6369	320.6577	3.3607	44.9305	0.0022	324.6125	0.0159	105.6965	0.6391	322.3270	1.9489
CP002027.1	gene	889073	890162	-	MMSYN1_0755	mmyCIIIM2	mRNA	GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 2	1089	3.8118	0.0000	12.6300	0.0000	8.0395	0.0000	26.4963	0.0000	22.8274	0.0055	40.6017	0.0098	19.5631	0.0000	40.6017	0.0098	30.0824	0.0049	1182.1993	82.0321	290.6005	20.1646	67.0230	1.6933	353.6751	8.9354	39.7686	0.4086	287.3191	2.9523	106.7916	2.1019	325.6665	6.4099
CP002027.1	gene	890278	892318	+	MMSYN1_0756	mmyCIIIR	mRNA	GCATC--recognizing Type II restriction modification system (MmyCIII) endonuclease subunit	2040	1.8275	0.0000	6.0551	0.0000	2.0804	0.0000	6.8565	0.0000	13.8574	0.9966	24.6472	1.7725	6.4558	0.0000	24.6472	1.7725	15.5515	0.8863	1077.5725	41.7275	264.8818	10.2572	25.3549	2.5475	133.7959	13.4432	35.8995	0.8505	259.3659	6.1446	61.2544	3.3980	186.7986	10.3625
CP002027.1	gene	892355	893441	-	MMSYN1_0757		mRNA	conserved hypothetical protein	1086	0.4917	0.0000	1.6293	0.0000	0.8398	0.2026	2.7677	0.6677	0.5092	0.0350	0.9057	0.0622	2.1985	0.3338	0.9057	0.0622	1.5521	0.1980	285.4291	25.2615	70.1623	6.2096	26.4494	2.1547	139.5713	11.3702	14.1068	0.8821	101.9185	6.3732	40.5562	3.0368	123.6782	9.2610
CP002027.1	gene	893442	894831	-	MMSYN1_0758		mRNA	beta-glucosidase	1389	1.5695	0.1066	5.2004	0.3531	0.9179	0.8668	3.0253	2.8568	17.3945	0.8251	30.9386	1.4675	4.1128	1.6049	30.9386	1.4675	17.5257	1.5362	219.9755	30.6170	54.0729	7.5261	12.0007	2.2513	63.3269	11.8797	4.3031	0.0000	31.0889	0.0000	16.3038	2.2513	49.7193	6.8653
CP002027.1	gene	894823	895702	-	MMSYN1_0759		mRNA	sugar kinase_ ROK family	879	0.7736	0.0000	2.5633	0.0000	0.9363	2.1706	3.0858	7.1540	9.6189	0.4915	17.1085	0.8741	2.8245	3.5770	17.1085	0.8741	9.9665	2.2256	61.2241	15.7929	15.0497	3.8821	9.4630	0.6485	49.9357	3.4219	2.9488	0.0922	21.3045	0.6658	12.4118	0.7406	37.8505	2.2585
CP002027.1	gene	895703	896162	-	MMSYN1_0760		mRNA	PTS system_ fructose-specific IIA component	459	3.5229	0.0000	11.6728	0.0000	5.4989	0.0000	18.1231	0.0000	17.7364	5.8301	31.5466	10.3696	14.8980	0.0000	31.5466	10.3696	23.2223	5.1848	90.4532	12.9368	22.2346	3.1800	5.9150	0.0000	31.2132	0.0000	8.5861	1.0719	62.0323	7.7442	14.5011	1.0719	44.2218	3.2688
CP002027.1	gene	896175	898842	-	MMSYN1_0761		mRNA	glycosyl hydrolase_ family 38	2667	0.6460	0.0600	2.1406	0.1988	1.0772	0.0000	3.5503	0.0000	4.6955	0.4319	8.3517	0.7683	2.8455	0.0994	8.3517	0.7683	5.5986	0.4338	106.7942	19.7113	26.2514	4.8453	4.0544	1.5084	21.3946	7.9599	4.8729	0.2482	35.2055	1.7933	8.9273	1.7567	27.2241	5.3570
CP002027.1	gene	898853	900695	-	MMSYN1_0762		mRNA	PTS system_ fructose-specific iibc component	1842	4.0945	4.3958	13.5668	14.5651	8.4680	3.2264	27.9085	10.6334	11.7769	5.0331	20.9468	8.9521	20.7376	12.5993	20.9468	8.9521	20.8422	10.7757	151.9653	29.4995	37.3551	7.2514	3.3529	0.6835	17.6929	3.6068	5.9739	0.7541	43.1604	5.4480	9.3268	1.4376	28.4426	4.3839
CP002027.1	gene	900709	901486	-	MMSYN1_0763		mRNA	putative liporotein	777	0.2806	0.3707	0.9296	1.2281	0.5740	0.1853	1.8918	0.6108	5.1918	0.3951	9.2343	0.7028	1.4107	0.9195	9.2343	0.7028	5.3225	0.8111	108.4080	10.0708	26.6481	2.4755	1.5817	0.5405	8.3466	2.8524	2.6293	0.8121	18.9964	5.8672	4.2111	1.3526	12.8419	4.1249
CP002027.1	gene	901651	902203	-	MMSYN1_0764	hpt_2	mRNA	hypoxanthine phosphoribosyltransferase	552	2.3370	0.0000	7.7434	0.0000	7.4493	0.0000	24.5511	0.0000	154.8895	0.9040	275.4926	1.6079	16.1472	0.0000	275.4926	1.6079	145.8199	0.8039	1037.2337	79.6522	254.9660	19.5796	109.8370	3.7899	579.6014	19.9988	56.0870	4.6431	405.2156	33.5455	165.9239	8.4330	505.9938	25.7168
CP002027.1	gene	902238	903537	-	MMSYN1_0765	purB	mRNA	adenylosuccinate lyase	1299	19.5412	0.0000	64.7485	0.0000	33.3980	0.0000	110.0721	0.0000	126.8437	1.1586	225.6093	2.0607	87.4103	0.0000	225.6093	2.0607	156.5098	1.0304	1174.9407	79.2818	288.8162	19.4885	77.4273	1.7837	408.5778	9.4123	36.3457	2.2794	262.5891	16.4685	113.7729	4.0631	346.9565	12.3907
CP002027.1	gene	903529	904828	-	MMSYN1_0766	purA	mRNA	adenylosuccinate synthase	1299	91.2417	0.3826	302.3240	1.2677	88.9646	0.9507	293.2066	3.1334	211.4565	3.2325	376.1050	5.7494	297.7653	2.2006	376.1050	5.7494	336.9352	3.9750	903.6228	28.1771	222.1226	6.9263	58.3580	0.0000	307.9506	0.0000	39.5158	1.9176	285.4926	13.8544	97.8737	1.9176	298.4712	5.8479
CP002027.1	gene	905048	905201	-	MMSYN1_0767		mRNA	ribonucleoside-diphosphate reductase subunit alpha (Ribonucleotide reductase)	153	141.4837	0.0000	468.7976	0.0000	186.1569	0.0000	613.5298	0.0000	550.9804	0.4248	979.9958	0.7556	541.1637	0.0000	979.9958	0.7556	760.5797	0.3778	3707.1438	2.9150	911.2658	0.7166	162.1242	0.0000	855.5172	0.0000	43.5294	0.7451	314.4902	5.3832	205.6536	0.7451	627.1515	2.2722
CP002027.1	gene	905181	905697	-	MMSYN1_0768	mmyCIVR	mRNA	GANTC--recognizing Type II restriction modification system (MmyCIV) endonuclease subunit	516	306.4574	6.7403	1015.4281	22.3336	315.5736	7.4109	1040.0575	24.4245	960.4651	21.5291	1708.3217	38.2925	1027.7428	23.3790	1708.3217	38.2925	1368.0322	30.8357	6684.8120	13.7578	1643.2166	3.3818	145.2655	0.0000	766.5552	0.0000	78.4399	1.4612	566.7107	10.5571	223.7054	1.4612	682.2015	4.4561
CP002027.1	gene	905858	906578	-	MMSYN1_0769	mmyCIVM	mRNA	GANTC--recognizing Type II restriction modification system (MmyCIV) adenine DNA methylase subunit	720	423.4306	1.6347	1403.0117	5.4166	445.8736	3.5389	1469.4959	11.6634	816.3875	9.8708	1452.0595	17.5567	1436.2538	8.5400	1452.0595	17.5567	1444.1566	13.0483	15743.6361	17.0972	3869.9974	4.2027	119.7375	0.0000	631.8459	0.0000	95.4278	0.7833	689.4442	5.6594	215.1653	0.7833	656.1579	2.3888
CP002027.1	gene	906638	907484	-	MMSYN1_0770		mRNA	conserved hypothetical protein	846	25.0615	0.5863	83.0397	1.9426	37.5012	0.5863	123.5952	1.9323	81.7967	2.1974	145.4869	3.9084	103.3174	1.9375	145.4869	3.9084	124.4021	2.9229	1708.4740	19.0579	419.9659	4.6847	52.0674	2.3617	274.7557	12.4625	29.2009	0.3830	210.9702	2.7669	81.2683	2.7447	247.8320	8.3700
CP002027.1	gene	907589	909752	-	MMSYN1_0771	nrdE	mRNA	ribonucleoside-diphosphate reductase_ alpha subunit	2163	189.1248	3.4152	626.6537	11.3159	179.9695	4.6237	593.1377	15.2385	247.2954	5.8303	439.8495	10.3701	609.8957	13.2772	439.8495	10.3701	524.8726	11.8236	2474.2853	99.2950	608.2126	24.4080	181.6283	0.7388	958.4390	3.8985	257.1780	1.8377	1858.0530	13.2772	438.8063	2.5765	1338.1630	7.8572
CP002027.1	gene	909738	910212	-	MMSYN1_0772	nrdI	mRNA	NrdI protein	474	167.6793	4.5169	555.5954	14.9664	164.0464	10.5401	540.6589	34.7377	208.2890	14.2574	370.4712	25.3588	548.1271	24.8520	370.4712	25.3588	459.2992	25.1054	3121.7489	240.7532	767.3679	59.1804	233.6118	1.4473	1232.7521	7.6371	129.4473	2.0105	935.2272	14.5258	363.0591	3.4578	1107.1679	10.5448
CP002027.1	gene	910220	911240	-	MMSYN1_0773	nrdF	mRNA	ribonucleoside-diphosphate reductase_ beta subunit	1020	204.1549	5.3275	676.4550	17.6522	207.0088	7.1461	682.2530	23.5518	205.3569	12.0706	365.2559	21.4692	679.3540	20.6020	365.2559	21.4692	522.3050	21.0356	2970.9069	216.5510	730.2888	53.2311	325.1863	1.9373	1715.9837	10.2227	271.1216	2.8520	1958.7921	20.6048	596.3078	4.7892	1818.4723	14.6050
CP002027.1	gene	911538	911823	+	MMSYN1_0774	secG	mRNA	preprotein translocase_ SecG subunit	285	127.1158	0.0000	421.1905	0.0000	233.8877	0.0000	770.8396	0.0000	591.9860	0.0000	1052.9299	0.0000	596.0151	0.0000	1052.9299	0.0000	824.4725	0.0000	7260.1474	195.7930	1784.6418	48.1285	230.4175	0.9895	1215.8962	5.2214	14.4211	2.1754	104.1889	15.7171	244.8386	3.1649	746.6483	9.6516
CP002027.1	gene	911858	913973	+	MMSYN1_0775		mRNA	3'-5' exoribonuclease_ VacB/RNase II family	2115	1.9087	0.1957	6.3245	0.6486	1.2879	0.2459	4.2448	0.8103	57.7206	0.1863	102.6641	0.3313	5.2846	0.7294	102.6641	0.3313	53.9744	0.5304	7132.9740	120.3187	1753.3809	29.5759	73.6889	0.5281	388.8508	2.7869	48.5995	0.8832	351.1206	6.3810	122.2884	1.4113	372.9250	4.3040
CP002027.1	gene	913982	914429	+	MMSYN1_0776	smpB	mRNA	SsrA-binding protein	447	1.8859	0.5011	6.2488	1.6604	1.8210	0.0000	6.0017	0.0000	7.5011	0.5638	13.3418	1.0027	6.1253	0.8302	13.3418	1.0027	9.7335	0.9165	5225.1029	2.0000	1284.4005	0.4916	177.1588	0.0000	934.8540	0.0000	130.6398	0.0000	943.8432	0.0000	307.7987	0.0000	938.6483	0.0000
CP002027.1	gene	914428	914914	+	MMSYN1_0777		mRNA	conserved hypothetical protein	486	0.0000	0.0000	0.0000	0.0000	2.0905	0.0000	6.8899	0.0000	5.0247	0.6461	8.9371	1.1492	3.4450	0.0000	8.9371	1.1492	6.1910	0.5746	215.3189	1.5905	52.9283	0.3910	197.1399	2.6790	1040.2926	14.1369	150.1358	0.0000	1084.6973	0.0000	347.2757	2.6790	1059.0357	8.1698
CP002027.1	gene	915033	915285	+	MMSYN1_0778		mRNA	conserved hypothetical protein	252	288.6825	2.4603	956.5322	8.1521	270.4722	1.6190	891.4137	5.3360	1046.7659	4.4484	1861.8197	7.9121	923.9730	6.7441	1861.8197	7.9121	1392.8963	7.3281	135561.1230	22.6230	33322.7462	5.5610	220.3095	11.7024	1162.5569	61.7526	134.3889	1.9643	970.9294	14.1915	354.6984	13.6667	1081.6716	41.6772
CP002027.1	gene	915335	917573	+	MMSYN1_0779		mRNA	PTS system_ eiic domain protein	2238	3276.9450	4.8114	10857.9605	15.9424	2911.7256	8.3266	9596.3719	27.4426	7831.8803	27.7230	13930.0955	49.3092	10227.1662	21.6925	13930.0955	49.3092	12078.6309	35.5009	146500.3923	29.7837	36011.7656	7.3212	334.7002	0.0000	1766.1879	0.0000	355.2989	1.2172	2566.9546	8.7937	689.9991	1.2172	2104.1888	3.7118
CP002027.1	gene	917650	918193	+	MMSYN1_0780	tnpA_5	mRNA	IS1296 transposase protein A	543	10.7661	0.0000	35.6729	0.0000	9.0110	0.0000	29.6983	0.0000	97.5599	0.8508	173.5239	1.5133	32.6856	0.0000	173.5239	1.5133	103.1047	0.7567	1931.8692	1.0000	474.8794	0.2458	8.4033	0.0000	44.3437	0.0000	13.9245	0.0902	100.6013	0.6520	22.3278	0.0902	68.0898	0.2752
CP002027.1	gene	918330	919062	+	MMSYN1_0781	tnpB_5	mRNA	IS1296 transposase protein B	732	19.8197	0.0000	65.6713	0.0000	27.9495	0.0628	92.1149	0.2071	118.3347	1.7063	210.4748	3.0349	78.8931	0.1036	210.4748	3.0349	144.6840	1.5692	1053.0260	3.8634	258.8479	0.9497	0.6844	0.0847	3.6117	0.4470	10.8443	1.2131	78.3473	8.7645	11.5287	1.2978	35.1573	3.9578
CP002027.1	gene	919156	920284	+	MMSYN1_0782		pseudo	PSEUDOGENE - beta-lactamase	1128	11.6348	0.0000	38.5511	0.0000	9.9982	0.4973	32.9518	1.6391	46.5426	0.9566	82.7824	1.7014	35.7514	0.8196	82.7824	1.7014	59.2669	1.2605	1103.4424	46.1693	271.2410	11.3490	7.6605	2.2562	40.4237	11.9058	13.2394	0.7677	95.6514	5.5467	20.8998	3.0239	63.7351	9.2217
CP002027.1	gene	920379	921345	+	MMSYN1_0783		mRNA	glucokinase	966	64.3799	2.7495	213.3190	9.1102	75.9700	5.2277	250.3794	17.2294	102.0093	10.8489	181.4379	19.2962	231.8492	13.1698	181.4379	19.2962	206.6435	16.2330	195.3851	60.5652	48.0283	14.8877	83.0807	0.6563	438.4109	3.4633	43.3323	3.0259	313.0661	21.8613	126.4130	3.6822	385.5033	11.2290
CP002027.1	gene	921412	922345	-	MMSYN1_0784	arcC_2	mRNA	carbamate kinase 1	933	99.9753	1.4319	331.2623	4.7446	119.8789	1.5338	395.0930	5.0549	366.5209	1.4169	651.9087	2.5202	363.1776	4.8998	651.9087	2.5202	507.5432	3.7100	3706.3998	10.1125	911.0829	2.4858	138.6710	0.7674	731.7563	4.0496	67.8114	0.2787	489.9218	2.0133	206.4823	1.0461	629.6788	3.1901
CP002027.1	gene	922357	923821	-	MMSYN1_0785		mRNA	arginine/ornithine antiporter	1464	49.9501	0.8477	165.5068	2.8087	59.2985	1.1646	195.4341	3.8383	247.1168	3.2452	439.5318	5.7721	180.4704	3.3235	439.5318	5.7721	310.0011	4.5478	4625.2678	8.4693	1136.9530	2.0819	124.8511	0.1407	658.8299	0.7425	30.3805	1.2630	219.4920	9.1247	155.2316	1.4037	473.3869	4.2806
CP002027.1	gene	923899	924895	-	MMSYN1_0786	arcB	mRNA	ornithine carbamoyltransferase (ArcB)	996	111.1898	2.4127	368.4206	7.9942	100.0763	1.2339	329.8283	4.0668	328.9849	2.1757	585.1458	3.8698	349.1244	6.0305	585.1458	3.8698	467.1351	4.9501	4372.2741	11.3624	1074.7637	2.7930	174.8564	0.8966	922.7043	4.7312	176.7008	0.5281	1276.6234	3.8155	351.5572	1.4247	1072.0924	4.3447
CP002027.1	gene	925155	927984	-	MMSYN1_0787	mgtA	mRNA	magnesium-importing ATPase	2829	64.9007	10.1683	215.0445	33.6919	63.0286	10.8583	207.7277	35.7863	212.8618	14.6469	378.6045	26.0515	211.3861	34.7391	378.6045	26.0515	294.9953	30.3953	1406.8742	348.2149	345.8286	85.5959	36.6197	8.6865	193.2392	45.8378	81.1838	1.7335	586.5347	12.5240	117.8035	10.4199	359.2479	31.7761
CP002027.1	gene	928330	929518	+	MMSYN1_0788		mRNA	conserved hypothetical protein	1188	2.1886	0.6919	7.2516	2.2926	6.5884	1.3392	21.7138	4.4138	22.7348	24.7778	40.4371	44.0707	14.4827	3.3532	40.4371	44.0707	27.4599	23.7120	72.9024	217.7155	17.9204	53.5174	52.2146	6.8199	275.5328	35.9879	45.9512	8.0059	331.9869	57.8408	98.1658	14.8258	299.3619	45.2119
CP002027.1	gene	929589	929889	-	MMSYN1_0789	atpC	mRNA	ATP synthase_ delta subunit	300	5.3500	0.0700	17.7269	0.2319	47.3433	0.0000	156.0326	0.0000	786.6867	0.0767	1399.2324	0.1364	86.8798	0.1160	1399.2324	0.1364	743.0561	0.1262	1430.0067	8.9333	351.5149	2.1959	70.7167	0.3933	373.1666	2.0756	153.7333	0.0767	1110.6886	0.5539	224.4500	0.4700	684.4722	1.4333
CP002027.1	gene	929888	931316	-	MMSYN1_0790	atpD_2	mRNA	ATP synthase F1_ beta subunit	1428	336.5343	1.7024	1115.0862	5.6407	357.4629	1.4489	1178.1147	4.7752	888.1036	4.4013	1579.6167	7.8283	1146.6005	5.2080	1579.6167	7.8283	1363.1086	6.5181	2159.2227	19.7528	530.7660	4.8555	47.3676	0.8613	249.9555	4.5453	70.3873	0.5525	508.5320	3.9918	117.7549	1.4139	359.0998	4.3117
CP002027.1	gene	931324	932167	-	MMSYN1_0791	atpG	mRNA	ATP synthase F1_ gamma subunit	843	157.2479	0.4626	521.0315	1.5329	145.8327	0.3416	480.6309	1.1260	296.7509	1.9205	527.8130	3.4159	500.8312	1.3294	527.8130	3.4159	514.3221	2.3727	4592.2444	11.2859	1128.8354	2.7742	34.7687	0.3001	183.4717	1.5837	30.9288	0.2028	223.4538	1.4655	65.6975	0.5030	200.3480	1.5338
CP002027.1	gene	932168	933746	-	MMSYN1_0792	atpA	mRNA	ATP synthase F1_ alpha subunit	1578	310.7123	1.3365	1029.5265	4.4284	294.6096	0.4975	970.9650	1.6395	766.7687	3.4582	1363.8055	6.1508	1000.2457	3.0340	1363.8055	6.1508	1182.0256	4.5924	3532.1888	5.3042	868.2595	1.3038	35.2997	0.3447	186.2741	1.8192	37.7826	0.5824	272.9710	4.2076	73.0824	0.9271	222.8686	2.8273
CP002027.1	gene	933757	934303	-	MMSYN1_0793	atpH	mRNA	ATP synthase F1_ delta subunit	546	40.6319	0.0000	134.6313	0.0000	51.1538	0.0000	168.5912	0.0000	300.5495	0.6245	534.5693	1.1108	151.6112	0.0000	534.5693	1.1108	343.0903	0.5554	5710.1722	8.6886	1403.6371	2.1358	36.6081	0.0000	193.1780	0.0000	34.6190	0.0000	250.1148	0.0000	71.2271	0.0000	217.2108	0.0000
CP002027.1	gene	934304	934850	-	MMSYN1_0794	atpF	mRNA	ATP synthase F0_ B subunit	546	88.8791	0.0000	294.4956	0.0000	111.6190	0.2766	367.8705	0.9115	564.1465	0.7582	1003.4136	1.3486	331.1830	0.4557	1003.4136	1.3486	667.2983	0.9022	8136.2088	8.9982	1999.9895	2.2119	49.9322	0.7418	263.4887	3.9142	82.8608	0.0000	598.6506	0.0000	132.7930	0.7418	404.9594	2.2620
CP002027.1	gene	934878	935184	-	MMSYN1_0795	atpE	mRNA	ATP synthase c chain	306	379.8431	0.0000	1258.5874	0.0000	405.2255	3.0850	1335.5292	10.1673	1008.0458	3.9967	1792.9505	7.1087	1297.0583	5.0837	1792.9505	7.1087	1545.0044	6.0962	8088.5752	5.3497	1988.2805	1.3150	63.9216	0.9804	337.3093	5.1735	92.7974	0.0000	670.4402	0.0000	156.7190	0.9804	477.9227	2.9898
CP002027.1	gene	935213	936077	-	MMSYN1_0796	atpB	mRNA	ATP synthase FO_ A subunit	864	80.5741	0.9722	266.9774	3.2214	87.5486	0.4028	288.5399	1.3275	491.1887	3.8889	873.6478	6.9169	277.7586	2.2744	873.6478	6.9169	575.7032	4.5957	6489.7847	10.1007	1595.2763	2.4829	94.9016	2.4595	500.7888	12.9785	147.7419	1.4549	1067.4019	10.5110	242.6435	3.9144	739.9543	11.9370
CP002027.1	gene	936076	936313	-	MMSYN1_0797		mRNA	conserved hypothetical protein	237	2.9916	1.2911	9.9124	4.2781	2.3924	0.0000	7.8848	0.0000	12.8186	0.0000	22.7996	0.0000	8.8986	2.1391	22.7996	0.0000	15.8491	1.0695	5190.2110	18.6582	1275.8236	4.5864	138.9789	0.4557	733.3813	2.4047	86.3755	1.7173	624.0437	12.4071	225.3544	2.1730	687.2303	6.6267
CP002027.1	gene	936614	937238	-	MMSYN1_0798	upp	mRNA	uracil phosphoribosyltransferase	624	787.3093	0.5897	2608.7020	1.9541	718.0545	1.0176	2366.5409	3.3539	973.0962	5.9087	1730.7878	10.5094	2487.6215	2.6540	1730.7878	10.5094	2109.2046	6.5817	646.9696	20.8349	159.0338	5.1215	170.8862	1.7436	901.7538	9.2008	293.7484	0.3926	2122.2659	2.8367	464.6346	2.1362	1416.9279	6.5145
CP002027.1	gene	937337	938579	-	MMSYN1_0799	glyA	mRNA	glycine hydroxymethyltransferase	1242	128.6296	5.7754	426.2065	19.1363	116.6369	3.7085	384.4081	12.2225	238.5709	10.4509	424.3317	18.5884	405.3073	15.6794	424.3317	18.5884	414.8195	17.1339	1054.3406	18.0233	259.1711	4.4304	92.0008	1.4517	485.4814	7.6605	124.4565	0.0000	899.1703	0.0000	216.4573	1.4517	660.0981	4.4270
CP002027.1	gene	938562	939006	-	MMSYN1_0800	rpiB	mRNA	ribose 5-phosphate isomerase B	444	213.7590	2.5563	708.2776	8.4702	167.1194	0.0000	550.7867	0.0000	251.0045	0.0000	446.4467	0.0000	629.5321	4.2351	446.4467	0.0000	537.9894	2.1175	780.5743	13.6216	191.8757	3.3484	60.0293	0.7838	316.7700	4.1360	26.9820	0.0000	194.9387	0.0000	87.0113	0.7838	265.3454	2.3902
CP002027.1	gene	939084	939381	+	MMSYN1_0801		mRNA	conserved hypothetical protein	297	0.0000	1.5387	0.0000	5.0985	5.4141	0.2121	17.8438	0.6991	110.2626	25.0404	196.1175	44.5379	8.9219	2.8988	196.1175	44.5379	102.5197	23.7183	334.4545	383.2525	82.2134	94.2086	68.3636	13.5455	360.7498	71.4784	26.3266	6.1582	190.2037	44.4920	94.6902	19.7037	288.7629	60.0875
CP002027.1	gene	939385	941581	-	MMSYN1_0802		mRNA	putative liporotein	2196	9.8725	1.8584	32.7119	6.1576	9.6958	3.8297	31.9551	12.6218	26.5260	9.2026	47.1801	16.3682	32.3335	9.3897	47.1801	16.3682	39.7568	12.8789	408.0228	249.2605	100.2975	61.2716	9.0209	6.6111	47.6029	34.8863	4.3497	2.4617	31.4258	17.7856	13.3707	9.0729	40.7746	27.6682
CP002027.1	gene	941670	945438	-	MMSYN1_0803	rpoC	mRNA	DNA-directed RNA polymerase_ beta' subunit	3768	380.9196	1.9907	1262.1542	6.5961	365.9007	2.9827	1205.9239	9.8304	781.0390	5.3373	1389.1872	9.4932	1234.0390	8.2133	1389.1872	9.4932	1311.6131	8.8532	5411.8405	54.6982	1330.3031	13.4456	67.9663	1.0807	358.6531	5.7027	69.6521	1.2208	503.2205	8.8201	137.6184	2.3015	419.6745	7.0185
CP002027.1	gene	945449	949325	-	MMSYN1_0804	rpoB	mRNA	DNA-directed RNA polymerase_ beta subunit	3876	253.1623	0.3261	838.8380	1.0805	258.0684	0.9027	850.5334	2.9752	601.0924	2.0503	1069.1269	3.6468	844.6857	2.0279	1069.1269	3.6468	956.9063	2.8373	3930.5526	17.2621	966.1827	4.2433	36.5918	0.1571	193.0924	0.8291	37.8491	0.3911	273.4510	2.8258	74.4409	0.5482	227.0115	1.6719
CP002027.1	gene	949314	950490	-	MMSYN1_0805		mRNA	conserved hypothetical protein	1176	1.7381	0.0000	5.7591	0.0000	3.0451	0.0000	10.0358	0.0000	26.1922	0.0000	46.5865	0.0000	7.8975	0.0000	46.5865	0.0000	27.2420	0.0000	1002.6862	2.3546	246.4738	0.5788	94.9133	0.0000	500.8502	0.0000	33.0315	0.3588	238.6449	2.5926	127.9447	0.3588	390.1742	1.0943
CP002027.1	gene	950660	951029	-	MMSYN1_0806	rplL	mRNA	ribosomal protein L7/L12	369	2538.2818	0.1762	8410.4444	0.5837	2606.5989	0.0000	8590.7450	0.0000	3599.5312	0.6016	6402.2701	1.0701	8500.5947	0.2918	6402.2701	1.0701	7451.4324	0.6810	8427.1789	1.0488	2071.5138	0.2578	571.4959	0.0000	3015.7414	0.0000	4016.8835	0.7669	29021.0766	5.5410	4588.3794	0.7669	13992.5059	2.3388
CP002027.1	gene	951097	951595	-	MMSYN1_0807	rplJ	mRNA	50S ribosomal protein L10	498	2047.9618	0.5964	6785.7985	1.9761	1949.6807	0.9076	6425.6951	2.9913	3892.8876	2.5120	6924.0455	4.4680	6605.7468	2.4837	6924.0455	4.4680	6764.8962	3.4759	8612.2871	1.9980	2117.0159	0.4911	472.4659	0.0000	2493.1671	0.0000	1512.8353	1.4859	10929.8939	10.7356	1985.3012	1.4859	6054.2811	4.5315
