locus_tag	gene_name	gene_product	chrom	start0	end0	strand	gene_len	Illumina_sense_avg_depth	Illumina_antisense_avg_depth	Illumina_sense_TPM	Illumina_antisense_TPM	ONT_sense_avg_depth	ONT_antisense_avg_depth	ONT_sense_TPM	ONT_antisense_TPM
JCVISYN3A_0839	secE	Preprotein translocase subunit	CP016816.2	515187	515511	+	324	824.0463	13.2562	450.9647	7.2545	231.0710	3.4722	975.4319	14.6575
JCVISYN3A_0840	nusG	Antitermination protein	CP016816.2	515527	516169	+	642	2220.7866	30.6433	1215.3400	16.7697	298.7555	8.3333	1261.1518	35.1779
JCVISYN3A_0851		Uncharacterized lipoprotein	CP016816.2	516674	516857	-	183	10.1148	16.8033	5.5354	9.1957	37.8306	34.8798	159.6963	147.2398
JCVISYN3A_0852		Uncharacterized protein	CP016816.2	517022	517253	-	231	38.2381	20.6537	20.9260	11.3029	43.5801	16.7619	183.9669	70.7579
JCVISYN3A_0853		Uncharacterized protein	CP016816.2	517242	517962	-	720	75.1333	11.5167	41.1172	6.3026	49.7625	5.0778	210.0650	21.4351
JCVISYN3A_0859	topA	DNA topoisomerase I	CP016816.2	518164	520126	+	1962	335.6315	2.9292	183.6765	1.6030	77.8965	1.7951	328.8287	7.5778
JCVISYN3A_0870		Uncharacterized C4-dicarboxylate ABC transporter	CP016816.2	520381	522148	-	1767	318.0441	0.5772	174.0517	0.3159	104.6938	0.2609	441.9495	1.1013
JCVISYN3A_0872	ychF	Uncharacterized ATPase	CP016816.2	522216	523311	-	1095	458.5699	3.1553	250.9554	1.7267	68.8301	0.3699	290.5562	1.5613
JCVISYN3A_0873		Uncharacterized protein	CP016816.2	523346	523547	-	201	127.2239	3.8308	69.6241	2.0965	73.9104	0.4826	312.0020	2.0372
JCVISYN3A_0874	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase	CP016816.2	523548	524244	-	696	176.5043	1.2701	96.5931	0.6951	79.5532	0.0000	335.8219	0.0000
JCVISYN3A_0875	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CP016816.2	524243	524840	-	597	157.7739	3.7270	86.3428	2.0396	122.9112	1.9966	518.8515	8.4286
JCVISYN3A_0876		Uncharacterized amino acid permease	CP016816.2	524941	526522	-	1581	810.0601	5.3966	443.3107	2.9533	553.0297	1.9311	2334.5329	8.1517
JCVISYN3A_0877		Uncharacterized protein	CP016816.2	526668	527349	-	681	650.1424	3.9134	355.7947	2.1416	853.7768	1.6417	3604.0920	6.9302
JCVISYN3A_0878		Uncharacterized amino acid permease	CP016816.2	527320	528859	-	1539	883.3353	3.0305	483.4110	1.6585	574.5926	1.2164	2425.5573	5.1347
JCVISYN3A_0879	corA	Magnesium transporter	CP016816.2	528916	531574	-	2658	110.0910	4.2637	60.2480	2.3334	87.0384	2.6068	367.4196	11.0044
JCVISYN3A_0881		Uncharacterized MFS transporter	CP016816.2	531972	533400	-	1428	5955.3543	7.8039	3259.1067	4.2707	3711.5728	1.8445	15667.8536	7.7864
JCVISYN3A_0885	mnmG%3B gidA	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme	CP016816.2	533863	535753	-	1890	1088.2868	8.0333	595.5721	4.3963	223.9302	1.1471	945.2879	4.8423
JCVISYN3A_0886	gltP	Proton-glutamate symporter	CP016816.2	535900	537478	-	1578	889.3657	7.5932	486.7112	4.1554	142.1958	1.2186	600.2585	5.1443
JCVISYN3A_0887	cdr	Coenzyme A Disulfide Reductase	CP016816.2	537497	538841	-	1344	443.8021	5.4286	242.8736	2.9708	126.1615	1.6734	532.5719	7.0639
JCVISYN3A_0906		Uncharacterized protein	CP016816.2	539820	540537	-	717	125.6792	1.3013	68.7788	0.7121	169.2036	0.0000	714.2680	0.0000
JCVISYN3A_0907		Uncharacterized hydrolase	CP016816.2	540536	541331	-	795	80.6931	1.0654	44.1598	0.5831	104.2340	0.0000	440.0082	0.0000
JCVISYN3A_0908	yidC	Membrane protein insertase	CP016816.2	541407	542598	-	1191	1592.8690	5.5584	871.7080	3.0418	226.1268	0.8371	954.5606	3.5337
JCVISYN3A_0909	rnpA	Ribonuclease P protein component	CP016816.2	542615	542945	-	330	2003.5970	2.6909	1096.4816	1.4726	127.1303	0.3121	536.6617	1.3176
JCVISYN3A_0910	rpmH	50S ribosomal protein L34	CP016816.2	542951	543086	-	135	2953.4593	6.3704	1616.3000	3.4862	77.8074	1.0000	328.4524	4.2214
